UPF_ID,Timestamp,GTP_N3_Octets_DL,GTP_N3_Octets_UL,GTP_N3_Packets_DL,GTP_N3_Packets_UL,N6_Throughput_DL,N6_Throughput_UL,Packet_Loss_Rate_UL
UPF_Lisboa_01,2025-09-10 12:45:00,957016148,379859579,460604,203870,8.284788003681038,3.8789471824530906,0.09292865772909546
UPF_Lisboa_01,2025-09-10 13:00:00,911708102,334288369,463132,241025,6.236350342818692,4.130296062416074,0.13478317652279395
UPF_Lisboa_01,2025-09-10 13:15:00,1026967852,525413659,632557,337392,10.985614488290285,3.21888436944958,0.06683758848912455
UPF_Lisboa_01,2025-09-10 13:30:00,1176479208,525932809,802438,394786,10.094869006661245,5.850837355405965,0.11563743117175819
UPF_Lisboa_01,2025-09-10 13:45:00,944607867,439883579,602229,323932,9.812127789779339,4.86903102070738,0.11935479777155782
UPF_Lisboa_01,2025-09-10 14:00:00,675823127,291195757,336282,228999,7.595343471084783,2.5889866516677476,0.1069668727503352
UPF_Lisboa_01,2025-09-10 14:15:00,930494024,324201519,648916,152038,6.079374342618986,4.506302654933517,0.07563648653635524
UPF_Lisboa_01,2025-09-10 14:30:00,618684319,339265964,529034,248516,5.609034735737897,3.0849479515236653,0.14553405844700956
UPF_Lisboa_01,2025-09-10 14:45:00,469360790,332578653,336930,206290,5.290722876911008,3.9095557869773803,0.0
UPF_Lisboa_01,2025-09-10 15:00:00,446748670,361325323,447954,161808,6.091608169605503,3.1388641394642685,0.0560758431385795
UPF_Lisboa_01,2025-09-10 15:15:00,587324985,295469828,278931,124846,4.397459575984201,3.056314974206182,0.12486028601960464
UPF_Lisboa_01,2025-09-10 15:30:00,721825521,115983768,442667,159737,5.31060450772244,3.2052850407639024,0.06213714149133048
UPF_Lisboa_01,2025-09-10 15:45:00,467666124,388165603,499302,209664,3.2892208533733047,2.17156294564443,0.11285811373167025
UPF_Lisboa_01,2025-09-10 16:00:00,632262358,423208011,599404,313502,7.981540673801256,4.530076843229693,0.09876541642587298
UPF_Lisboa_01,2025-09-10 16:15:00,153389847,149534246,343285,183993,2.8699093147923698,1.3123877019028023,0.10394087533516504
UPF_Lisboa_01,2025-09-10 16:30:00,807589641,304476516,349595,195577,3.6573085113968813,3.8189627959727535,0.09222405292892495
UPF_Lisboa_01,2025-09-10 16:45:00,515649189,323004510,385773,159024,9.020101410202923,3.4178941779154868,0.12481415981252202
UPF_Lisboa_01,2025-09-10 17:00:00,427799357,273929956,363764,157725,6.662068735118298,3.2539309681274524,0.11600530025762368
UPF_Lisboa_01,2025-09-10 17:15:00,47005524,101330401,298962,154286,1.6661248423249129,3.2228163647559396,0.13723162932651134
UPF_Lisboa_01,2025-09-10 17:30:00,295998272,97970102,403007,245580,2.4117863635150036,3.0453344360054775,0.10300725360915128
UPF_Lisboa_01,2025-09-10 17:45:00,171715898,161243538,339821,127478,5.271230304635673,2.5366424446664464,0.07891590653446895
UPF_Lisboa_01,2025-09-10 18:00:00,910538161,284638292,429265,320896,9.060269422955027,4.135858716499515,0.03364212698587714
UPF_Lisboa_01,2025-09-10 18:15:00,728400066,295545163,531894,303146,8.047905163493692,5.774761353369074,0.050632076841501165
UPF_Lisboa_01,2025-09-10 18:30:00,1016386450,394458717,614837,340640,11.717670536651465,5.481040084298432,0.07358686195627046
UPF_Lisboa_01,2025-09-10 18:45:00,888454083,483535008,786231,321682,7.318543093766735,5.437180103854588,0.2454440265267651
UPF_Lisboa_01,2025-09-10 19:00:00,1205689551,667145146,624588,313912,12.43457468161713,5.410172187542786,0.057269933327671135
UPF_Lisboa_01,2025-09-10 19:15:00,856004362,513924802,635872,345699,11.344206412404247,5.064222527707526,0.10126484462206854
UPF_Lisboa_01,2025-09-10 19:30:00,1007633977,461653373,548426,225237,6.912766773042045,6.010157223221643,0.14843096299734537
UPF_Lisboa_01,2025-09-10 19:45:00,754955166,386824592,550875,246698,7.532982630309265,4.645694937380886,0.06293527618590498
UPF_Lisboa_01,2025-09-10 20:00:00,447558509,351381495,557487,232425,7.144522189371779,5.687869321466101,0.01225407007662585
UPF_Lisboa_01,2025-09-10 20:15:00,1448354429,707887623,638353,416065,12.241768292273399,6.531114298030926,0.11665377358432757
UPF_Lisboa_01,2025-09-10 20:30:00,656702854,423350622,350686,219606,5.7622822383478765,4.3429829970615685,0.16395884448005005
UPF_Lisboa_01,2025-09-10 20:45:00,764988932,498498268,673774,358636,10.627351630333797,4.404381781565755,0.2165633998675176
UPF_Lisboa_01,2025-09-10 21:00:00,1011328806,417351033,618418,331184,8.407479001293403,5.2013748390059655,0.13664486725907785
UPF_Lisboa_01,2025-09-10 21:15:00,1133201481,454957476,693755,292329,8.076219403064915,4.413338175585662,0.06343440545493786
UPF_Lisboa_01,2025-09-10 21:30:00,944145546,354806720,569427,396224,9.163421796052344,5.655696657164897,0.13359849078064293
UPF_Lisboa_01,2025-09-10 21:45:00,782044412,476682780,556237,263174,9.78991099728311,4.298173312660691,0.11678384348192018
UPF_Lisboa_01,2025-09-10 22:00:00,154682912,75723891,224785,38656,2.7475351098438647,1.1923421299739463,0.15380111273827157
UPF_Lisboa_01,2025-09-10 22:15:00,82515080,101113327,175907,110816,1.9324848891120867,1.26667208784394,0.06770907743541904
UPF_Lisboa_01,2025-09-10 22:30:00,434481716,-34610303,163933,53400,2.0700800339076686,1.5546773532321128,0.14085390752784233
UPF_Lisboa_01,2025-09-10 22:45:00,97254741,60600603,-80227,63958,0.29368737221070784,1.8950543072757642,0.18498019970983853
UPF_Lisboa_01,2025-09-10 23:00:00,491947768,328013077,304528,188090,2.519636209647928,1.849777088772282,0.059836029636460134
UPF_Lisboa_01,2025-09-10 23:15:00,679043778,273521798,503096,161061,1.8476274828617907,1.1314005456582725,0.08629090734071726
UPF_Lisboa_01,2025-09-10 23:30:00,266601934,80314830,-21413,-29945,2.4984556723632867,1.737129081800238,0.0
UPF_Lisboa_01,2025-09-10 23:45:00,83930984,220196051,127249,164860,3.206368411678816,3.034734195436218,0.19952693224825696
UPF_Lisboa_01,2025-09-11 00:00:00,99126005,151120926,184402,138514,3.1749774872935594,1.889326160617436,0.07909408742029465
UPF_Lisboa_01,2025-09-11 00:15:00,297149490,82786288,-59954,65188,1.972310824462201,0.31938643591426735,0.10225508348010959
UPF_Lisboa_01,2025-09-11 00:30:00,274700018,228454797,177389,162195,5.0828296015097765,2.176314713011863,0.06980576994432268
UPF_Lisboa_01,2025-09-11 00:45:00,335511772,124382992,187455,85334,5.2662383867369735,2.033026138236254,0.10593256269519963
UPF_Lisboa_01,2025-09-11 01:00:00,142213827,179181801,195,82342,2.6811572282889062,0.5687525966494115,0.06189554674611298
UPF_Lisboa_01,2025-09-11 01:15:00,524446751,288883879,414437,103711,3.004776383602283,1.434027079191027,0.08453149877797717
UPF_Lisboa_01,2025-09-11 01:30:00,15094128,89048085,68336,141959,2.6492070888190486,1.818192705646937,0.16750471036584502
UPF_Lisboa_01,2025-09-11 01:45:00,280141336,169885181,108652,35281,3.5046388760514233,1.7310300373649579,0.08852669332631358
UPF_Lisboa_01,2025-09-11 02:00:00,366453187,157145585,420717,133868,3.392950956039382,3.430387217215352,0.010973780210046344
UPF_Lisboa_01,2025-09-11 02:15:00,359756654,43023084,136886,12412,3.7708024821276847,0.7197806794038593,0.17017222887477257
UPF_Lisboa_01,2025-09-11 02:30:00,117337575,48942828,241060,18838,3.946504950266278,1.4949272653239023,0.06711299777833976
UPF_Lisboa_01,2025-09-11 02:45:00,643578615,104018345,129676,78781,5.8174847646007315,0.25739953055006604,0.10291984601672052
UPF_Lisboa_01,2025-09-11 03:00:00,347916338,22942334,206540,60010,2.0213337710232975,0.0017736480151591127,0.08196716586722409
UPF_Lisboa_01,2025-09-11 03:15:00,337477253,116884118,61036,57919,3.112790886473067,1.9041129991332577,0.079844600356824
UPF_Lisboa_01,2025-09-11 03:30:00,410258755,180399865,226639,140900,2.997190158902104,1.556106659385333,0.09724979992295646
UPF_Lisboa_01,2025-09-11 03:45:00,357884641,104963419,258301,63444,2.615922804897543,1.5008835020947078,0.17476158157003263
UPF_Lisboa_01,2025-09-11 04:00:00,474202134,119437731,177896,214024,3.907188155688097,0.960569288186645,0.0493887073345775
UPF_Lisboa_01,2025-09-11 04:15:00,509023580,144933453,85053,166178,4.021597318215976,2.7397981848480097,0.06231124725308071
UPF_Lisboa_01,2025-09-11 04:30:00,343630515,76841900,268898,127200,1.5831881964555832,1.541224568936627,0.07274030622956057
UPF_Lisboa_01,2025-09-11 04:45:00,11622331,-37388233,104383,-16781,2.6998283121512685,0.4815728691741671,0.17450214175951634
UPF_Lisboa_01,2025-09-11 05:00:00,91442777,42124622,213832,27393,2.7265026316470444,1.4434631344757942,0.0437239682267454
UPF_Lisboa_01,2025-09-11 05:15:00,213914054,225296351,144091,106986,0.9603144440188425,2.0283111001252574,0.08339617227457408
UPF_Lisboa_01,2025-09-11 05:30:00,147076996,60408337,134790,100268,3.5758764634617712,0.9365267184515711,0.07060385238534907
UPF_Lisboa_01,2025-09-11 05:45:00,322076291,33333700,95129,40948,0.9101126106244621,2.1711220349214284,0.12232856023683322
UPF_Lisboa_01,2025-09-11 06:00:00,550639678,326857144,286434,133178,3.0299511930225,1.1784610405939215,0.1646684324253762
UPF_Lisboa_01,2025-09-11 06:15:00,873075025,461641215,465390,225425,4.90670926332096,4.07532412359878,0.05636282438132649
UPF_Lisboa_01,2025-09-11 06:30:00,583693648,151970110,306513,214628,5.555362454758109,2.9821690972000225,0.12608973880969476
UPF_Lisboa_01,2025-09-11 06:45:00,927703266,279960868,491778,286475,6.570935784918002,2.9483237393082202,0.041533332248441836
UPF_Lisboa_01,2025-09-11 07:00:00,638636030,230688046,415247,257614,5.638553429948562,4.290776322069408,0.11624673849866649
UPF_Lisboa_01,2025-09-11 07:15:00,417887685,302274428,263145,179412,2.2576343061772346,2.648995263491884,0.19245679296711948
UPF_Lisboa_01,2025-09-11 07:30:00,645614401,351384738,496401,252344,4.786575249823235,3.1041447900392454,0.07422864945729672
UPF_Lisboa_01,2025-09-11 07:45:00,999806150,486782914,502586,231926,9.87634175191997,5.101278815399639,0.15307642667680357
UPF_Lisboa_01,2025-09-11 08:00:00,1321532684,503425796,635747,383880,11.648587722973897,5.511922374073118,0.2103591621145676
UPF_Lisboa_01,2025-09-11 08:15:00,795083364,462633165,792247,264258,8.069607404004685,4.644886138704835,0.12532538204819446
UPF_Lisboa_01,2025-09-11 08:30:00,919793531,523372035,756549,286246,12.098510196960678,6.898299358712151,0.11742714683239477
UPF_Lisboa_01,2025-09-11 08:45:00,1084537926,565068590,440486,241369,8.260001288058097,4.236314882772567,0.022353935581464673
UPF_Lisboa_01,2025-09-11 09:00:00,773973932,374658674,700939,281075,8.855139393305073,5.575642620244371,0.14481597537052465
UPF_Lisboa_01,2025-09-11 09:15:00,665785191,265141313,541700,181786,9.062646611803608,4.765744318224689,0.05397128114207739
UPF_Lisboa_01,2025-09-11 09:30:00,790938385,365082603,433505,312933,10.420511425859411,5.95227405960804,0.14137429743081506
UPF_Lisboa_01,2025-09-11 09:45:00,734400843,416579919,659956,319982,6.065479221490657,3.640489273910875,0.06712057835980306
UPF_Lisboa_01,2025-09-11 10:00:00,451251695,219290711,518662,142230,4.861863503799048,2.1865187159581643,0.09494331488309768
UPF_Lisboa_01,2025-09-11 10:15:00,205801517,161606190,177912,95770,2.0357998949951677,2.174322947504585,0.0632517538050231
UPF_Lisboa_01,2025-09-11 10:30:00,211343275,28270834,224709,39915,5.073522667014563,2.695681551281841,0.14010588823822437
UPF_Lisboa_01,2025-09-11 10:45:00,546193426,167538043,225790,106878,5.6987076731558615,2.4268842019985435,0.1649505394663512
UPF_Lisboa_01,2025-09-11 11:00:00,449551875,354717634,277908,160870,8.087818474880438,2.0466643855242674,0.08506445753549527
UPF_Lisboa_01,2025-09-11 11:15:00,636421141,346720595,307987,174574,4.465348677779192,2.1658071597940314,0.14013934496620611
UPF_Lisboa_01,2025-09-11 11:30:00,729072294,319568030,599705,145199,8.518652914965847,4.950144843817522,0.09455725022546772
UPF_Lisboa_01,2025-09-11 11:45:00,800336554,313206762,371016,133319,5.923286391942925,3.6410407842686765,0.04904889604815724
UPF_Lisboa_01,2025-09-11 12:00:00,1227347894,506913731,642156,313441,8.898097920476689,3.376479522434753,0.13290824076833557
UPF_Lisboa_01,2025-09-11 12:15:00,773313820,460648985,581012,336375,8.476297032706396,4.880765570925961,0.15686836523300807
UPF_Lisboa_01,2025-09-11 12:30:00,1362791268,435397154,539440,494457,11.515150104948855,5.303938784146113,0.0655888921604072
UPF_Lisboa_01,2025-09-11 12:45:00,737594801,493313116,648289,299547,10.351946934073917,5.949104834588387,0.09071848042147582
UPF_Lisboa_01,2025-09-11 13:00:00,741817798,437230145,437818,348367,8.894451260979276,3.763893083077093,0.07911239747234601
UPF_Lisboa_01,2025-09-11 13:15:00,1038194083,399842074,610535,295929,10.432149904299218,5.008871586581057,0.13502621423027542
UPF_Lisboa_01,2025-09-11 13:30:00,772210547,229611545,711162,308096,6.762953485193313,5.469939337852713,0.07423033589618798
UPF_Lisboa_01,2025-09-11 13:45:00,691414839,347231741,483138,139074,8.105775184543708,3.673993236967122,0.04402402098667668
UPF_Lisboa_01,2025-09-11 14:00:00,1058115116,287375215,452432,275504,9.328582700401999,6.300980510721076,0.10433737011409965
UPF_Lisboa_01,2025-09-11 14:15:00,519036263,375551490,595860,296558,8.311857335089943,3.7755092529203584,0.10873734245720454
UPF_Lisboa_01,2025-09-11 14:30:00,269988496,245279938,486112,185427,3.6795617029408723,2.199769481198822,0.06538499388980987
UPF_Lisboa_01,2025-09-11 14:45:00,495655370,312670525,335344,157510,5.2068508937714695,2.5866964249276982,0.17873556291248172
UPF_Lisboa_01,2025-09-11 15:00:00,944619261,325899353,370106,214735,9.742717268472648,2.963327817985864,0.04497481670982442
UPF_Lisboa_01,2025-09-11 15:15:00,1084875413,471270805,672999,279255,7.948157476651248,4.84600471948047,0.061174520497150144
UPF_Lisboa_01,2025-09-11 15:30:00,420256244,306220779,237358,258741,7.61942643474423,2.6497018506528476,0.08586792349956263
UPF_Lisboa_01,2025-09-11 15:45:00,552294260,268629145,780336,130134,3.9565080010691682,3.1120384597043924,0.08457344672010139
UPF_Lisboa_01,2025-09-11 16:00:00,686415229,409211938,456944,299271,8.917904303089962,4.183799103900351,0.16277554867009125
UPF_Lisboa_01,2025-09-11 16:15:00,193737753,252795449,372173,106533,5.628596967362915,1.519809894224252,0.13674756689788173
UPF_Lisboa_01,2025-09-11 16:30:00,696005302,284162941,506080,249417,5.723299610625125,2.979312847377683,0.05630527271346739
UPF_Lisboa_01,2025-09-11 16:45:00,670454658,313780231,593554,206620,8.197129171087523,3.2751047251585925,0.13554702135070162
UPF_Lisboa_01,2025-09-11 17:00:00,630441704,169778409,540118,147611,5.86634167483155,2.6655040896461757,0.07513644050784773
UPF_Lisboa_01,2025-09-11 17:15:00,254442911,210567655,181689,90886,3.350556973970776,3.3217387347891125,0.13833454413320495
UPF_Lisboa_01,2025-09-11 17:30:00,660733965,267530418,396699,239529,10.949250662795869,3.455065539307623,0.06849310326949784
UPF_Lisboa_01,2025-09-11 17:45:00,390942669,324082515,399446,286422,6.728201134606048,4.047494213068796,0.0
UPF_Lisboa_01,2025-09-11 18:00:00,1006975109,474525725,628562,409208,11.503512108604557,4.935149977237185,0.08227791539792596
UPF_Lisboa_01,2025-09-11 18:15:00,882628608,366497158,556285,222470,8.460289732966563,3.9057307390319425,0.13003082702387375
UPF_Lisboa_01,2025-09-11 18:30:00,1034753032,481758154,602442,273737,11.253984774942786,6.246280374963268,0.10311919597392567
UPF_Lisboa_01,2025-09-11 18:45:00,1166428423,561752565,779466,321465,10.63156104350607,5.8683063067711005,0.08505129921131593
UPF_Lisboa_01,2025-09-11 19:00:00,523131549,297264602,497896,221363,8.764854027003928,3.72264213392117,0.014900025941977965
UPF_Lisboa_01,2025-09-11 19:15:00,599945406,461497357,653102,398721,9.780617950061568,4.356298208187076,0.1815717174578119
UPF_Lisboa_01,2025-09-11 19:30:00,683768339,439546504,656181,310493,6.26700856305572,5.035556566446393,0.14865653622609132
UPF_Lisboa_01,2025-09-11 19:45:00,583631982,253186458,370893,208697,9.672099741134232,5.732035719686908,0.09619803731692647
UPF_Lisboa_01,2025-09-11 20:00:00,991532774,439263156,519971,319871,9.125696098823857,4.4560500451740515,0.039775889864200165
UPF_Lisboa_01,2025-09-11 20:15:00,676344086,502258465,532471,262041,11.504643822531575,4.555632164984663,0.031094041354004523
UPF_Lisboa_01,2025-09-11 20:30:00,816079160,350716345,485874,177314,8.99197528202664,3.2957880945921145,0.09009421968671681
UPF_Lisboa_01,2025-09-11 20:45:00,858324374,580271316,558571,320269,8.96772100176171,4.224281422175635,0.08796301868867976
UPF_Lisboa_01,2025-09-11 21:00:00,790240798,364381057,706197,304625,7.248198928468764,4.249166984288663,0.08279683653568135
UPF_Lisboa_01,2025-09-11 21:15:00,1053840407,305874978,461465,243180,9.298546495980073,2.97816614742057,0.09979166853232106
UPF_Lisboa_01,2025-09-11 21:30:00,1181491579,476763464,769176,470106,12.560147173034897,5.563231342522927,0.14459478043078042
UPF_Lisboa_01,2025-09-11 21:45:00,872833015,455980152,579591,362671,7.078278305295237,3.8764671614635304,0.11865272513517537
UPF_Lisboa_01,2025-09-11 22:00:00,241630651,15428171,254104,134437,5.813214770056987,2.1312154473398666,0.13158360471463015
UPF_Lisboa_01,2025-09-11 22:15:00,460390529,82909791,338471,161299,5.187300304620639,1.6895759242682773,0.281999711715223
UPF_Lisboa_01,2025-09-11 22:30:00,228676633,143311257,57166,24334,3.3617338838490944,0.6802378868188552,0.02562113271571438
UPF_Lisboa_01,2025-09-11 22:45:00,202574174,182333290,100063,80042,2.7300954667197783,0.580861013699322,0.17721688656569273
UPF_Lisboa_01,2025-09-11 23:00:00,422897075,257543523,244709,48405,1.411250111256737,1.7154946380918739,0.1998547851793887
UPF_Lisboa_01,2025-09-11 23:15:00,473507700,190281169,358338,99060,2.680492138862341,3.0859296301542165,0.10263102178128551
UPF_Lisboa_01,2025-09-11 23:30:00,326577973,258461569,314004,190664,4.699165807092367,2.5335610270502036,0.15225508643765467
UPF_Lisboa_01,2025-09-11 23:45:00,578447292,241584972,134401,165121,4.341376526780382,1.906662813568966,0.07120553724994584
UPF_Lisboa_01,2025-09-12 00:00:00,-29300920,-10107920,139656,156698,2.0344999230165595,0.9220819622190195,0.12895039201716543
UPF_Lisboa_01,2025-09-12 00:15:00,182379215,-47147067,-58463,44582,3.276607229025683,1.4224141685326588,0.022320637733163798
UPF_Lisboa_01,2025-09-12 00:30:00,166829537,211564148,79935,-19137,2.479103483142321,1.2865241416391464,0.021312967806337832
UPF_Lisboa_01,2025-09-12 00:45:00,193014163,274234443,325055,184180,3.647185316229991,1.6893159528974424,0.12300942218431601
UPF_Lisboa_01,2025-09-12 01:00:00,328266978,86740099,343585,133689,2.266310734264324,1.2646730342158512,0.18068766786403903
UPF_Lisboa_01,2025-09-12 01:15:00,180886594,250989568,109624,-3724,2.5411027287749874,0.570718724213823,0.16315578261006283
UPF_Lisboa_01,2025-09-12 01:30:00,541601303,225360685,378879,68997,3.4894646913524268,1.1376147425777923,0.1070090556211873
UPF_Lisboa_01,2025-09-12 01:45:00,349600739,162361852,173196,141648,4.806255971235562,2.1465118428139203,0.08867651471493167
UPF_Lisboa_01,2025-09-12 02:00:00,311114054,260546658,299306,125072,4.290345812560489,1.988515606736552,0.06978445091963927
UPF_Lisboa_01,2025-09-12 02:15:00,206520364,226558924,350139,154452,4.630348937454061,2.213490084072896,0.1152964745741953
UPF_Lisboa_01,2025-09-12 02:30:00,-111186422,77878739,170632,140179,0.6954551961766584,1.5336580693358903,0.17531132925141812
UPF_Lisboa_01,2025-09-12 02:45:00,157817918,155063776,237507,92855,3.041217871190543,0.6505926769725413,0.16284192880529869
UPF_Lisboa_01,2025-09-12 03:00:00,291773672,207456392,143311,74736,0.0,0.5212151401300997,0.0681880719932195
UPF_Lisboa_01,2025-09-12 03:15:00,536152134,182313970,170077,111445,2.579876325295188,0.0,0.03642593656182885
UPF_Lisboa_01,2025-09-12 03:30:00,54126083,56004958,225366,169313,3.435220943371663,2.9057924269481514,0.036677039035269546
UPF_Lisboa_01,2025-09-12 03:45:00,480723277,8364800,203814,67314,4.9869905479738605,1.5277796060310347,0.12621684186337487
UPF_Lisboa_01,2025-09-12 04:00:00,528986061,165275979,251900,181593,0.41954437868161687,1.2616670674460533,0.10281250123741738
UPF_Lisboa_01,2025-09-12 04:15:00,263170188,22912890,183842,146782,0.0,0.33583914844345497,0.0
UPF_Lisboa_01,2025-09-12 04:30:00,247757936,111604335,246281,77823,3.3199335615376784,1.5372001421462982,0.15397335490183367
UPF_Lisboa_01,2025-09-12 04:45:00,159780492,174356823,356229,16333,3.715795654167631,0.8322564813513642,0.1965335413694569
UPF_Lisboa_01,2025-09-12 05:00:00,166179537,120863495,60612,128134,3.2040396617599263,1.1065698925794718,0.14108446759567864
