AMF_ID,Timestamp,Vendor,RM_RegisteredUEs,RM_RegAtt,RM_RegSucc,CPU_Load,Paging_Attempts,MM_MobilityRegUpdateAtt,MM_MobilityRegUpdateSucc
AMF_Lisboa_02,2025-09-10 05:00:00,Nokia,1946,181,173,40.02163649767089,83,49,59
AMF_Lisboa_02,2025-09-10 05:15:00,Nokia,1983,187,171,47.88444227628597,91,49,55
AMF_Lisboa_02,2025-09-10 05:30:00,Nokia,1527,178,168,38.04550936110539,66,50,40
AMF_Lisboa_02,2025-09-10 05:45:00,Nokia,2611,229,219,41.36688986114159,125,71,75
AMF_Lisboa_02,2025-09-10 06:00:00,Nokia,3745,394,374,54.636018210977774,153,105,106
AMF_Lisboa_02,2025-09-10 06:15:00,Nokia,2976,308,308,40.27235275499048,135,86,80
AMF_Lisboa_02,2025-09-10 06:30:00,Nokia,2772,289,267,51.034907990782415,126,109,85
AMF_Lisboa_02,2025-09-10 06:45:00,Nokia,2915,268,253,41.86566204829634,134,89,93
AMF_Lisboa_02,2025-09-10 07:00:00,Nokia,2768,294,294,48.15806030774387,137,92,74
AMF_Lisboa_02,2025-09-10 07:15:00,Nokia,2569,248,231,49.912801570107376,106,75,73
AMF_Lisboa_02,2025-09-10 07:30:00,Nokia,3418,352,338,46.270865280763395,106,103,95
AMF_Lisboa_02,2025-09-10 07:45:00,Nokia,2863,286,277,61.192892715503035,151,90,84
AMF_Lisboa_02,2025-09-10 08:00:00,Nokia,3726,365,327,47.217549426177605,190,111,102
AMF_Lisboa_02,2025-09-10 08:15:00,Nokia,3432,330,310,54.03991890302929,125,108,103
AMF_Lisboa_02,2025-09-10 08:30:00,Nokia,4425,446,418,54.45024759507553,178,119,127
AMF_Lisboa_02,2025-09-10 08:45:00,Nokia,4988,539,518,63.601842397486664,188,159,154
AMF_Lisboa_02,2025-09-10 09:00:00,Nokia,3700,373,358,54.89502676834429,127,111,112
AMF_Lisboa_02,2025-09-10 09:15:00,Nokia,3831,394,388,55.331649009247265,152,102,106
AMF_Lisboa_02,2025-09-10 09:30:00,Nokia,2963,293,273,49.01193236499161,157,76,82
AMF_Lisboa_02,2025-09-10 09:45:00,Nokia,3795,395,375,57.6518961410197,175,114,99
AMF_Lisboa_02,2025-09-10 10:00:00,Nokia,3754,350,335,60.06003278071047,181,114,112
AMF_Lisboa_02,2025-09-10 10:15:00,Nokia,3427,375,355,41.736724766895975,125,94,105
AMF_Lisboa_02,2025-09-10 10:30:00,Nokia,3223,324,308,47.45253644008258,158,109,97
AMF_Lisboa_02,2025-09-10 10:45:00,Nokia,3017,329,319,53.14068399401444,123,107,75
AMF_Lisboa_02,2025-09-10 11:00:00,Nokia,2941,301,280,48.825036871121576,130,79,87
AMF_Lisboa_02,2025-09-10 11:15:00,Nokia,2907,266,252,56.862516540919884,117,81,76
AMF_Lisboa_02,2025-09-10 11:30:00,Nokia,3059,335,318,49.44753521713701,130,106,101
AMF_Lisboa_02,2025-09-10 11:45:00,Nokia,2684,224,206,46.55995359640046,127,95,91
AMF_Lisboa_02,2025-09-10 12:00:00,Nokia,4285,439,422,62.303347417645355,166,119,122
AMF_Lisboa_02,2025-09-10 12:15:00,Nokia,3351,292,285,62.80207321583452,160,93,96
AMF_Lisboa_02,2025-09-10 12:30:00,Nokia,3519,343,317,58.42252814232301,149,112,99
AMF_Lisboa_02,2025-09-10 12:45:00,Nokia,4474,460,430,63.937801739746426,195,140,135
AMF_Lisboa_02,2025-09-10 13:00:00,Nokia,4283,438,416,63.57435108131318,183,127,128
AMF_Lisboa_02,2025-09-10 13:15:00,Nokia,3625,382,370,55.19139377603751,165,103,98
AMF_Lisboa_02,2025-09-10 13:30:00,Nokia,3262,331,328,41.66030561782004,152,108,84
AMF_Lisboa_02,2025-09-10 13:45:00,Nokia,4355,437,429,60.75519300267743,185,132,124
AMF_Lisboa_02,2025-09-10 14:00:00,Nokia,2968,295,277,39.86865494643825,143,81,82
AMF_Lisboa_02,2025-09-10 14:15:00,Nokia,3373,341,333,49.556212414234594,182,100,103
AMF_Lisboa_02,2025-09-10 14:30:00,Nokia,3793,406,383,52.53171565415603,141,121,100
AMF_Lisboa_02,2025-09-10 14:45:00,Nokia,2024,206,196,42.499127939936145,113,66,50
AMF_Lisboa_02,2025-09-10 15:00:00,Nokia,2684,273,265,49.165459495579945,128,88,71
AMF_Lisboa_02,2025-09-10 15:15:00,Nokia,3654,365,342,61.1399239904494,183,93,110
AMF_Lisboa_02,2025-09-10 15:30:00,Nokia,3298,343,327,53.48295312854499,131,84,100
AMF_Lisboa_02,2025-09-10 15:45:00,Nokia,3696,378,358,46.39807599467573,180,106,107
AMF_Lisboa_02,2025-09-10 16:00:00,Nokia,2980,277,270,47.350698834172874,140,99,74
AMF_Lisboa_02,2025-09-10 16:15:00,Nokia,3674,378,364,58.510916165998886,176,115,107
AMF_Lisboa_02,2025-09-10 16:30:00,Nokia,2121,232,220,33.68275422306369,134,55,57
AMF_Lisboa_02,2025-09-10 16:45:00,Nokia,3674,339,329,52.93989226976599,125,105,99
AMF_Lisboa_02,2025-09-10 17:00:00,Nokia,2916,332,309,54.049646645680646,120,85,89
AMF_Lisboa_02,2025-09-10 17:15:00,Nokia,2331,245,235,47.310723542701794,116,65,81
AMF_Lisboa_02,2025-09-10 17:30:00,Nokia,2976,265,258,49.53273005168995,165,84,87
AMF_Lisboa_02,2025-09-10 17:45:00,Nokia,3074,317,301,45.85704900559334,114,93,79
AMF_Lisboa_02,2025-09-10 18:00:00,Nokia,4809,457,437,67.43520478561723,178,132,138
AMF_Lisboa_02,2025-09-10 18:15:00,Nokia,4216,397,381,61.304765295281825,176,122,122
AMF_Lisboa_02,2025-09-10 18:30:00,Nokia,3778,397,385,53.51534244618677,174,114,98
AMF_Lisboa_02,2025-09-10 18:45:00,Nokia,4281,426,398,57.0296094609844,181,132,130
AMF_Lisboa_02,2025-09-10 19:00:00,Nokia,4043,424,409,58.054913229702514,175,129,115
AMF_Lisboa_02,2025-09-10 19:15:00,Nokia,4493,461,438,64.7282319020627,198,119,128
AMF_Lisboa_02,2025-09-10 19:30:00,Nokia,4212,398,370,62.57188012548112,214,133,117
AMF_Lisboa_02,2025-09-10 19:45:00,Nokia,3396,332,309,54.40256828090319,107,93,94
AMF_Lisboa_02,2025-09-10 20:00:00,Nokia,4636,420,402,71.97204534630184,193,140,130
AMF_Lisboa_02,2025-09-10 20:15:00,Nokia,3187,314,297,66.77227771352321,132,99,110
AMF_Lisboa_02,2025-09-10 20:30:00,Nokia,4486,447,439,64.74919496836776,167,150,119
AMF_Lisboa_02,2025-09-10 20:45:00,Nokia,3267,328,307,52.42534127200712,166,100,86
AMF_Lisboa_02,2025-09-10 21:00:00,Nokia,3802,369,343,59.033120293503046,153,113,106
AMF_Lisboa_02,2025-09-10 21:15:00,Nokia,3912,368,342,49.643610812122624,142,128,112
AMF_Lisboa_02,2025-09-10 21:30:00,Nokia,4463,439,429,68.42497467117717,192,140,116
AMF_Lisboa_02,2025-09-10 21:45:00,Nokia,3362,348,335,56.94643839768207,131,103,102
AMF_Lisboa_02,2025-09-10 22:00:00,Nokia,1925,182,169,40.617200316680126,78,47,56
AMF_Lisboa_02,2025-09-10 22:15:00,Nokia,2020,217,205,41.23321633905029,61,58,61
AMF_Lisboa_02,2025-09-10 22:30:00,Nokia,1662,172,162,36.40776600211277,94,49,50
AMF_Lisboa_02,2025-09-10 22:45:00,Nokia,2277,212,203,45.70271352498104,131,60,59
AMF_Lisboa_02,2025-09-10 23:00:00,Nokia,1899,164,151,37.875349949640935,92,59,61
AMF_Lisboa_02,2025-09-10 23:15:00,Nokia,1903,184,169,41.7487397466959,50,49,50
AMF_Lisboa_02,2025-09-10 23:30:00,Nokia,2261,193,186,43.62596792822874,92,63,71
AMF_Lisboa_02,2025-09-10 23:45:00,Nokia,2089,180,171,40.14884328888512,58,52,55
AMF_Lisboa_02,2025-09-11 00:00:00,Nokia,2321,240,230,37.86258389220509,84,67,40
AMF_Lisboa_02,2025-09-11 00:15:00,Nokia,2094,193,184,41.4741809282277,107,67,51
AMF_Lisboa_02,2025-09-11 00:30:00,Nokia,1901,205,198,43.900765166158905,98,68,52
AMF_Lisboa_02,2025-09-11 00:45:00,Nokia,1681,203,198,42.130246058890876,82,49,50
AMF_Lisboa_02,2025-09-11 01:00:00,Nokia,1627,157,143,39.72674152858595,82,42,50
AMF_Lisboa_02,2025-09-11 01:15:00,Nokia,1980,194,189,48.24122249195643,120,68,63
AMF_Lisboa_02,2025-09-11 01:30:00,Nokia,2371,233,209,45.417017927422094,123,78,75
AMF_Lisboa_02,2025-09-11 01:45:00,Nokia,1987,160,156,37.978777621411716,134,79,72
AMF_Lisboa_02,2025-09-11 02:00:00,Nokia,1818,192,183,43.42006612753008,77,56,59
AMF_Lisboa_02,2025-09-11 02:15:00,Nokia,1386,137,126,32.454271968826895,48,43,40
AMF_Lisboa_02,2025-09-11 02:30:00,Nokia,1415,134,126,42.90909136673854,67,48,47
AMF_Lisboa_02,2025-09-11 02:45:00,Nokia,2315,214,199,46.20194090687404,80,67,60
AMF_Lisboa_02,2025-09-11 03:00:00,Nokia,2348,282,264,44.11485711457718,77,70,64
AMF_Lisboa_02,2025-09-11 03:15:00,Nokia,2737,255,240,44.38832426996828,99,93,87
AMF_Lisboa_02,2025-09-11 03:30:00,Nokia,1627,156,147,39.43001925425593,99,36,56
AMF_Lisboa_02,2025-09-11 03:45:00,Nokia,2200,195,180,44.19291812076038,85,62,75
AMF_Lisboa_02,2025-09-11 04:00:00,Nokia,1532,186,172,34.7468313440646,41,40,39
AMF_Lisboa_02,2025-09-11 04:15:00,Nokia,1957,186,181,30.27162370885605,112,55,50
AMF_Lisboa_02,2025-09-11 04:30:00,Nokia,2047,220,206,33.194157891514486,120,53,69
AMF_Lisboa_02,2025-09-11 04:45:00,Nokia,1759,174,162,29.605090900490644,105,57,59
AMF_Lisboa_02,2025-09-11 05:00:00,Nokia,1872,205,185,48.356942422393345,94,48,38
AMF_Lisboa_02,2025-09-11 05:15:00,Nokia,1653,184,176,45.197791665161574,78,70,48
AMF_Lisboa_02,2025-09-11 05:30:00,Nokia,2386,268,251,39.92355830427067,103,79,85
AMF_Lisboa_02,2025-09-11 05:45:00,Nokia,2197,239,231,35.48929667926125,87,75,60
AMF_Lisboa_02,2025-09-11 06:00:00,Nokia,2633,244,235,59.67438788721961,104,63,74
AMF_Lisboa_02,2025-09-11 06:15:00,Nokia,2809,295,281,42.965126048401174,112,75,88
AMF_Lisboa_02,2025-09-11 06:30:00,Nokia,3357,323,304,60.125116702411376,101,114,98
AMF_Lisboa_02,2025-09-11 06:45:00,Nokia,2737,294,292,47.83636333930033,99,87,87
AMF_Lisboa_02,2025-09-11 07:00:00,Nokia,3496,353,340,50.087732273845944,148,109,99
AMF_Lisboa_02,2025-09-11 07:15:00,Nokia,3630,359,325,52.55827996577132,148,121,104
AMF_Lisboa_02,2025-09-11 07:30:00,Nokia,2296,216,205,53.8328637303248,115,78,78
AMF_Lisboa_02,2025-09-11 07:45:00,Nokia,3601,374,360,61.30420029965403,167,106,109
AMF_Lisboa_02,2025-09-11 08:00:00,Nokia,3219,339,327,49.92441514602289,129,86,80
AMF_Lisboa_02,2025-09-11 08:15:00,Nokia,4227,415,379,63.527022559633046,177,142,113
AMF_Lisboa_02,2025-09-11 08:30:00,Nokia,4274,433,408,50.45482979319002,147,125,133
AMF_Lisboa_02,2025-09-11 08:45:00,Nokia,4245,417,401,64.99110146194391,184,127,113
AMF_Lisboa_02,2025-09-11 09:00:00,Nokia,3709,349,333,57.40810823388445,174,95,122
AMF_Lisboa_02,2025-09-11 09:15:00,Nokia,4142,411,394,59.93775311407828,212,120,113
AMF_Lisboa_02,2025-09-11 09:30:00,Nokia,4405,442,409,70.60339584903136,163,129,127
AMF_Lisboa_02,2025-09-11 09:45:00,Nokia,4133,404,383,53.94669577074685,129,123,116
AMF_Lisboa_02,2025-09-11 10:00:00,Nokia,3127,315,297,54.46877101252924,99,102,93
AMF_Lisboa_02,2025-09-11 10:15:00,Nokia,3329,301,283,62.544582359621266,139,87,101
AMF_Lisboa_02,2025-09-11 10:30:00,Nokia,3627,372,359,51.038291403363765,142,104,126
AMF_Lisboa_02,2025-09-11 10:45:00,Nokia,2283,221,210,52.85955792093634,119,71,74
AMF_Lisboa_02,2025-09-11 11:00:00,Nokia,3141,295,274,53.22685108856974,154,93,95
AMF_Lisboa_02,2025-09-11 11:15:00,Nokia,2456,242,233,39.94911748194745,99,81,84
AMF_Lisboa_02,2025-09-11 11:30:00,Nokia,3201,314,297,55.3070701139202,158,111,92
AMF_Lisboa_02,2025-09-11 11:45:00,Nokia,2668,263,258,47.71258111928856,115,62,76
AMF_Lisboa_02,2025-09-11 12:00:00,Nokia,3568,342,328,59.19458812206844,149,102,102
AMF_Lisboa_02,2025-09-11 12:15:00,Nokia,3348,314,307,57.60107457805255,168,90,96
AMF_Lisboa_02,2025-09-11 12:30:00,Nokia,3770,371,348,56.927088641054084,167,110,107
AMF_Lisboa_02,2025-09-11 12:45:00,Nokia,3604,375,369,52.23297567832561,187,92,101
AMF_Lisboa_02,2025-09-11 13:00:00,Nokia,3746,382,367,58.677180323120034,156,104,120
AMF_Lisboa_02,2025-09-11 13:15:00,Nokia,4208,432,399,68.79709473776374,167,119,119
AMF_Lisboa_02,2025-09-11 13:30:00,Nokia,3907,415,416,58.47606768996421,163,109,117
AMF_Lisboa_02,2025-09-11 13:45:00,Nokia,5084,494,471,75.82654632223783,194,141,136
AMF_Lisboa_02,2025-09-11 14:00:00,Nokia,2571,262,258,45.140556544745834,102,80,72
AMF_Lisboa_02,2025-09-11 14:15:00,Nokia,2725,271,244,49.37219899944075,134,60,73
AMF_Lisboa_02,2025-09-11 14:30:00,Nokia,2571,225,215,40.84512244644047,122,77,88
AMF_Lisboa_02,2025-09-11 14:45:00,Nokia,2863,302,291,44.004548689195836,109,70,85
AMF_Lisboa_02,2025-09-11 15:00:00,Nokia,3475,330,315,49.05333344681812,130,105,107
AMF_Lisboa_02,2025-09-11 15:15:00,Nokia,2809,281,279,52.683260320287275,117,94,84
AMF_Lisboa_02,2025-09-11 15:30:00,Nokia,3015,298,285,49.26423256030354,124,100,90
AMF_Lisboa_02,2025-09-11 15:45:00,Nokia,3253,304,285,43.51892836287807,133,91,100
AMF_Lisboa_02,2025-09-11 16:00:00,Nokia,2979,320,311,50.636919075518044,97,88,86
AMF_Lisboa_02,2025-09-11 16:15:00,Nokia,2634,257,252,52.134653324026054,86,85,74
AMF_Lisboa_02,2025-09-11 16:30:00,Nokia,3569,397,389,51.751858319866926,186,100,104
AMF_Lisboa_02,2025-09-11 16:45:00,Nokia,3339,339,319,48.309110890287016,147,100,93
AMF_Lisboa_02,2025-09-11 17:00:00,Nokia,2514,219,212,47.016822720325145,107,76,85
AMF_Lisboa_02,2025-09-11 17:15:00,Nokia,3791,377,359,56.98737542438369,153,109,113
AMF_Lisboa_02,2025-09-11 17:30:00,Nokia,2501,274,264,49.70661038760724,124,81,62
AMF_Lisboa_02,2025-09-11 17:45:00,Nokia,2500,233,224,37.73855332780933,98,61,64
AMF_Lisboa_02,2025-09-11 18:00:00,Nokia,4124,432,414,65.36495764815423,184,125,118
AMF_Lisboa_02,2025-09-11 18:15:00,Nokia,3769,398,375,54.79979155035998,145,110,109
AMF_Lisboa_02,2025-09-11 18:30:00,Nokia,4132,418,395,61.04428729220751,153,117,117
AMF_Lisboa_02,2025-09-11 18:45:00,Nokia,4409,416,406,55.93936251119747,169,130,128
AMF_Lisboa_02,2025-09-11 19:00:00,Nokia,4113,393,383,61.87477162295316,172,130,134
AMF_Lisboa_02,2025-09-11 19:15:00,Nokia,4389,431,393,59.70754081874303,192,135,139
AMF_Lisboa_02,2025-09-11 19:30:00,Nokia,3304,399,370,55.30726187231949,145,118,93
AMF_Lisboa_02,2025-09-11 19:45:00,Nokia,4286,427,411,59.84255226462848,196,109,123
AMF_Lisboa_02,2025-09-11 20:00:00,Nokia,4033,414,412,58.30640362424525,212,125,110
AMF_Lisboa_02,2025-09-11 20:15:00,Nokia,4015,362,349,56.26517762263145,185,114,114
AMF_Lisboa_02,2025-09-11 20:30:00,Nokia,3097,301,281,47.980040408106326,108,89,89
AMF_Lisboa_02,2025-09-11 20:45:00,Nokia,4459,455,428,59.071456960887694,149,113,123
AMF_Lisboa_02,2025-09-11 21:00:00,Nokia,3305,326,303,46.78363427482596,152,99,82
AMF_Lisboa_02,2025-09-11 21:15:00,Nokia,3272,299,281,50.406338275080365,154,91,89
AMF_Lisboa_02,2025-09-11 21:30:00,Nokia,4096,385,384,61.96642282508132,169,107,121
AMF_Lisboa_02,2025-09-11 21:45:00,Nokia,4998,500,468,67.77790725800331,166,159,143
AMF_Lisboa_02,2025-09-11 22:00:00,Nokia,1846,180,167,37.21602763271861,104,62,54
AMF_Lisboa_02,2025-09-11 22:15:00,Nokia,1551,120,117,33.76111333439743,96,43,43
AMF_Lisboa_02,2025-09-11 22:30:00,Nokia,2086,240,222,44.02449347379689,90,56,48
AMF_Lisboa_02,2025-09-11 22:45:00,Nokia,1834,181,169,34.993798703185405,84,58,57
AMF_Lisboa_02,2025-09-11 23:00:00,Nokia,1874,201,190,36.555470038030414,89,50,40
AMF_Lisboa_02,2025-09-11 23:15:00,Nokia,1581,184,174,37.62169144365819,37,39,32
AMF_Lisboa_02,2025-09-11 23:30:00,Nokia,1988,174,162,31.16493414405384,87,65,64
AMF_Lisboa_02,2025-09-11 23:45:00,Nokia,1655,164,155,34.12620443711865,95,54,52
AMF_Lisboa_02,2025-09-12 00:00:00,Nokia,2341,252,231,45.596873227412466,143,75,73
AMF_Lisboa_02,2025-09-12 00:15:00,Nokia,2211,182,173,35.63497602324934,127,63,70
AMF_Lisboa_02,2025-09-12 00:30:00,Nokia,1621,168,159,28.73227130300856,102,53,61
AMF_Lisboa_02,2025-09-12 00:45:00,Nokia,1936,196,190,33.05938142453167,99,55,59
AMF_Lisboa_02,2025-09-12 01:00:00,Nokia,1929,192,178,28.614407901865263,116,61,65
AMF_Lisboa_02,2025-09-12 01:15:00,Nokia,2324,220,205,39.16661119290531,85,55,66
AMF_Lisboa_02,2025-09-12 01:30:00,Nokia,1521,130,123,32.759748197296645,81,53,36
AMF_Lisboa_02,2025-09-12 01:45:00,Nokia,1657,139,134,36.10433737532193,70,60,42
AMF_Lisboa_02,2025-09-12 02:00:00,Nokia,2075,192,180,32.73960226058961,50,68,66
AMF_Lisboa_02,2025-09-12 02:15:00,Nokia,1781,145,139,46.147828519738795,81,34,51
AMF_Lisboa_02,2025-09-12 02:30:00,Nokia,2531,249,233,44.82947196750522,132,77,79
AMF_Lisboa_02,2025-09-12 02:45:00,Nokia,1925,200,193,38.47556977083864,59,48,52
AMF_Lisboa_02,2025-09-12 03:00:00,Nokia,1837,187,178,30.781577087060562,116,52,64
AMF_Lisboa_02,2025-09-12 03:15:00,Nokia,2604,255,250,46.30841908483745,79,81,73
AMF_Lisboa_02,2025-09-12 03:30:00,Nokia,2027,188,183,41.73219733196955,93,49,73
AMF_Lisboa_02,2025-09-12 03:45:00,Nokia,1851,186,177,35.02874976608369,71,43,48
AMF_Lisboa_02,2025-09-12 04:00:00,Nokia,2030,203,187,42.62047001761104,113,60,53
AMF_Lisboa_02,2025-09-12 04:15:00,Nokia,2297,223,216,31.513489962759998,98,63,66
AMF_Lisboa_02,2025-09-12 04:30:00,Nokia,1744,186,176,37.56960998850205,102,66,50
AMF_Lisboa_02,2025-09-12 04:45:00,Nokia,2344,220,213,40.41848106910312,108,76,76
AMF_Lisboa_02,2025-09-12 05:00:00,Nokia,2124,194,185,47.87654180346233,128,52,59
AMF_Lisboa_02,2025-09-12 05:15:00,Nokia,2379,223,218,41.22268942317148,99,65,63
AMF_Lisboa_02,2025-09-12 05:30:00,Nokia,2289,225,223,44.09417950792654,103,73,69
AMF_Lisboa_02,2025-09-12 05:45:00,Nokia,1921,209,196,43.89416213167737,88,54,63
AMF_Lisboa_02,2025-09-12 06:00:00,Nokia,3012,319,307,46.38555442114673,107,100,83
AMF_Lisboa_02,2025-09-12 06:15:00,Nokia,2685,282,269,42.191829790542826,96,89,77
AMF_Lisboa_02,2025-09-12 06:30:00,Nokia,2982,304,291,47.029387418264946,138,78,90
AMF_Lisboa_02,2025-09-12 06:45:00,Nokia,1528,155,150,34.51340596789016,57,46,37
AMF_Lisboa_02,2025-09-12 07:00:00,Nokia,2465,291,274,49.419880090709384,94,74,70
AMF_Lisboa_02,2025-09-12 07:15:00,Nokia,2449,220,211,46.40160337115647,122,68,76
AMF_Lisboa_02,2025-09-12 07:30:00,Nokia,2845,303,286,48.99084994455138,103,100,66
AMF_Lisboa_02,2025-09-12 07:45:00,Nokia,2199,190,176,35.06900931182337,122,72,68
AMF_Lisboa_02,2025-09-12 08:00:00,Nokia,3466,353,339,55.98915663484044,135,93,95
AMF_Lisboa_02,2025-09-12 08:15:00,Nokia,3518,360,344,56.163613822194705,177,118,101
AMF_Lisboa_02,2025-09-12 08:30:00,Nokia,4189,408,391,64.75006980657156,176,127,118
AMF_Lisboa_02,2025-09-12 08:45:00,Nokia,4167,431,411,56.66763962765642,178,136,117
AMF_Lisboa_02,2025-09-12 09:00:00,Nokia,4137,436,411,66.66488705359598,165,124,113
AMF_Lisboa_02,2025-09-12 09:15:00,Nokia,4477,432,426,53.30128682695204,209,126,128
AMF_Lisboa_02,2025-09-12 09:30:00,Nokia,4545,453,427,70.12575742697447,186,146,123
AMF_Lisboa_02,2025-09-12 09:45:00,Nokia,4038,401,381,72.80306508747496,192,121,121
AMF_Lisboa_02,2025-09-12 10:00:00,Nokia,2974,305,294,41.6661906202065,147,83,87
AMF_Lisboa_02,2025-09-12 10:15:00,Nokia,2689,242,227,44.48704806656867,103,69,69
AMF_Lisboa_02,2025-09-12 10:30:00,Nokia,2682,257,239,47.53494908388488,119,77,71
AMF_Lisboa_02,2025-09-12 10:45:00,Nokia,3371,334,316,58.926724357001206,119,112,98
AMF_Lisboa_02,2025-09-12 11:00:00,Nokia,3008,338,320,52.131132173565604,131,95,79
AMF_Lisboa_02,2025-09-12 11:15:00,Nokia,2783,287,273,44.20546228312176,127,85,90
AMF_Lisboa_02,2025-09-12 11:30:00,Nokia,3241,303,291,49.884768252250865,130,100,95
AMF_Lisboa_02,2025-09-12 11:45:00,Nokia,3102,316,295,42.60045353678144,86,94,88
AMF_Lisboa_02,2025-09-12 12:00:00,Nokia,3089,315,302,47.63256322423207,153,91,91
AMF_Lisboa_02,2025-09-12 12:15:00,Nokia,2910,287,269,50.14619084904073,128,86,72
AMF_Lisboa_02,2025-09-12 12:30:00,Nokia,3643,335,319,56.92395005645393,154,111,103
AMF_Lisboa_02,2025-09-12 12:45:00,Nokia,3960,401,391,58.06794985874712,126,131,114
AMF_Lisboa_02,2025-09-12 13:00:00,Nokia,3303,316,298,53.391489761826875,156,103,89
AMF_Lisboa_02,2025-09-12 13:15:00,Nokia,3944,387,361,70.80522700574845,169,117,115
AMF_Lisboa_02,2025-09-12 13:30:00,Nokia,3385,350,333,51.11344802685198,174,106,96
AMF_Lisboa_02,2025-09-12 13:45:00,Nokia,3913,395,380,63.23730900261922,156,107,116
AMF_Lisboa_02,2025-09-12 14:00:00,Nokia,3464,354,332,53.728605708806754,150,107,103
AMF_Lisboa_02,2025-09-12 14:15:00,Nokia,4080,416,385,61.122204776200995,185,130,122
AMF_Lisboa_02,2025-09-12 14:30:00,Nokia,2935,324,312,50.44687580880917,122,84,82
AMF_Lisboa_02,2025-09-12 14:45:00,Nokia,2817,307,292,47.44811082827725,126,70,73
AMF_Lisboa_02,2025-09-12 15:00:00,Nokia,2794,247,231,52.27429235008475,135,83,78
AMF_Lisboa_02,2025-09-12 15:15:00,Nokia,3131,344,334,50.477384859783754,158,85,84
AMF_Lisboa_02,2025-09-12 15:30:00,Nokia,2821,322,305,48.689345270497874,94,83,91
AMF_Lisboa_02,2025-09-12 15:45:00,Nokia,2699,292,272,43.6041160715748,124,73,73
AMF_Lisboa_02,2025-09-12 16:00:00,Nokia,2389,208,204,43.9417796291482,95,73,64
AMF_Lisboa_02,2025-09-12 16:15:00,Nokia,3440,360,347,56.242172455091165,186,100,102
AMF_Lisboa_02,2025-09-12 16:30:00,Nokia,2957,287,275,52.55449630810778,145,87,83
AMF_Lisboa_02,2025-09-12 16:45:00,Nokia,3122,319,306,56.51426425544757,128,82,98
AMF_Lisboa_02,2025-09-12 17:00:00,Nokia,2880,293,287,57.47305334248036,122,90,81
AMF_Lisboa_02,2025-09-12 17:15:00,Nokia,3195,316,303,52.40953421131338,121,104,107
AMF_Lisboa_02,2025-09-12 17:30:00,Nokia,2426,246,243,44.93406346914408,118,77,74
AMF_Lisboa_02,2025-09-12 17:45:00,Nokia,3045,299,293,50.80442046381495,159,90,83
AMF_Lisboa_02,2025-09-12 18:00:00,Nokia,3799,383,361,52.75249074455787,156,123,111
AMF_Lisboa_02,2025-09-12 18:15:00,Nokia,3753,385,358,45.880759341938486,164,129,91
AMF_Lisboa_02,2025-09-12 18:30:00,Nokia,4480,453,428,58.718387303525084,194,137,128
AMF_Lisboa_02,2025-09-12 18:45:00,Nokia,3689,369,345,56.982570467161125,143,116,111
AMF_Lisboa_02,2025-09-12 19:00:00,Nokia,4360,433,408,54.21901267010236,161,129,135
AMF_Lisboa_02,2025-09-12 19:15:00,Nokia,3856,426,410,57.99404154556532,163,128,125
