SGW_ID,Timestamp,GTP_ActiveTunnels,GTP_DL_Throughput,GTP_UL_Throughput,S1U_Volume_DL,S1U_Volume_UL,S5S8_Volume_DL
SGW_Lisboa_02,2025-09-11 20:45:00,2585,6.167132506609052,3.490614037523332,838700893,305340713,495523134
SGW_Lisboa_02,2025-09-11 21:00:00,2919,8.640921944085669,4.032314002599539,925005457,440494781,649320109
SGW_Lisboa_02,2025-09-11 21:15:00,2482,7.264048369724531,3.071240454094335,635660349,296925502,605711910
SGW_Lisboa_02,2025-09-11 21:30:00,2405,4.227625856900959,2.817196713731294,730846517,338220022,481415875
SGW_Lisboa_02,2025-09-11 21:45:00,2688,8.455584145317403,3.7717502043680864,530503067,451695648,729278070
SGW_Lisboa_02,2025-09-11 22:00:00,1240,4.42732201215298,1.6479005602077117,264337177,224971417,216655538
SGW_Lisboa_02,2025-09-11 22:15:00,1286,0.0,1.50770860987702,136832561,120639390,242206371
SGW_Lisboa_02,2025-09-11 22:30:00,1535,1.820002947670937,2.1729493982466788,250580773,277110047,281908390
SGW_Lisboa_02,2025-09-11 22:45:00,1411,0.0,1.047843713759489,179259802,-40355771,121249771
SGW_Lisboa_02,2025-09-11 23:00:00,942,0.9090498255608611,0.948650460091523,193075640,66778203,-21394224
SGW_Lisboa_02,2025-09-11 23:15:00,932,3.182519883717725,1.605312987095391,120590867,44840279,72807300
SGW_Lisboa_02,2025-09-11 23:30:00,928,2.0637936355842768,1.3098118804390164,5110989,131127964,29612980
SGW_Lisboa_02,2025-09-11 23:45:00,1132,2.54262478016005,1.214272375426275,334695495,161105728,60616350
SGW_Lisboa_02,2025-09-12 00:00:00,1105,0.5380471596731873,0.716804235806096,56780808,78379789,278071161
SGW_Lisboa_02,2025-09-12 00:15:00,984,0.0,0.9159784717631392,150121025,102675978,176579664
SGW_Lisboa_02,2025-09-12 00:30:00,990,2.958495262184187,0.9173203162017396,225582927,23830440,135693912
SGW_Lisboa_02,2025-09-12 00:45:00,1457,3.3530775719492056,1.8899798358989537,406770308,108503402,202878538
SGW_Lisboa_02,2025-09-12 01:00:00,958,1.239574862548161,0.2891520131594537,282041090,45068965,192109862
SGW_Lisboa_02,2025-09-12 01:15:00,1328,1.7758831227489802,0.45427846070302536,451001385,110747964,145890522
SGW_Lisboa_02,2025-09-12 01:30:00,1297,1.9091938222840965,1.128129083755426,147322685,115360920,205067735
SGW_Lisboa_02,2025-09-12 01:45:00,834,1.038624259749882,0.18865950826738753,232716434,135230008,145029834
SGW_Lisboa_02,2025-09-12 02:00:00,1220,2.9641699541956115,1.071552096751722,169745517,116755892,236164155
SGW_Lisboa_02,2025-09-12 02:15:00,1192,2.701038297326374,1.3646674870028397,130892602,170715994,136689152
SGW_Lisboa_02,2025-09-12 02:30:00,647,1.5799279396666241,0.6482667779751606,242452583,-1664051,280308
SGW_Lisboa_02,2025-09-12 02:45:00,1554,1.7868828050274932,2.528830454742346,484770406,242121194,258017891
SGW_Lisboa_02,2025-09-12 03:00:00,1120,1.9001868207844441,1.9828683648604508,216155862,75111910,157903111
SGW_Lisboa_02,2025-09-12 03:15:00,1176,3.3104061126436033,0.7150365997517715,176927961,67433407,216625184
SGW_Lisboa_02,2025-09-12 03:30:00,1464,1.364657659547741,0.3186761490656297,327994390,104339228,240371578
SGW_Lisboa_02,2025-09-12 03:45:00,1058,1.1598391383731124,2.1894967231142557,354873230,114554136,61153560
SGW_Lisboa_02,2025-09-12 04:00:00,1028,0.20174898300774613,1.5552331297990385,-82643435,67697243,182484721
SGW_Lisboa_02,2025-09-12 04:15:00,1169,2.4746724328965444,1.41373214233239,276876128,100145797,159642096
SGW_Lisboa_02,2025-09-12 04:30:00,1412,2.6212681547365366,0.7501162035526574,256103839,110906649,147204763
SGW_Lisboa_02,2025-09-12 04:45:00,786,2.4199957434536987,0.30032135304671015,270210324,151260227,-100640366
SGW_Lisboa_02,2025-09-12 05:00:00,1283,3.293142086760994,1.6661659768172388,432275398,44677954,259238393
SGW_Lisboa_02,2025-09-12 05:15:00,1112,1.3730192737728042,0.5908560628880477,115954191,116463983,120879663
SGW_Lisboa_02,2025-09-12 05:30:00,1121,2.2873458342608566,0.21647608123499873,183081722,85695877,234803419
SGW_Lisboa_02,2025-09-12 05:45:00,1220,2.1171164277211094,1.5102438679500758,259133152,35493456,105224751
SGW_Lisboa_02,2025-09-12 06:00:00,1379,2.9708296953812323,0.9790546993629032,301009675,208745304,179955393
SGW_Lisboa_02,2025-09-12 06:15:00,1480,3.5686146270438894,1.875866440809599,231661418,114079621,282150346
SGW_Lisboa_02,2025-09-12 06:30:00,1603,3.480677783550914,1.6931329810313613,492875590,229196463,255718653
SGW_Lisboa_02,2025-09-12 06:45:00,2008,5.015646122421679,3.0880610780894338,451909045,243703535,514445222
SGW_Lisboa_02,2025-09-12 07:00:00,1438,4.877124305831592,1.6860043784617798,459434630,162385119,334896943
SGW_Lisboa_02,2025-09-12 07:15:00,1426,3.7667118928734675,1.7246552044409138,387565659,94427394,243421098
SGW_Lisboa_02,2025-09-12 07:30:00,2003,5.147754082818188,2.670823392686072,342432339,310631367,386595869
SGW_Lisboa_02,2025-09-12 07:45:00,2053,6.844487087513537,3.173783638328776,524423657,281601202,324134519
SGW_Lisboa_02,2025-09-12 08:00:00,2764,7.034071072244412,3.125615430953829,927761647,462867677,683714626
SGW_Lisboa_02,2025-09-12 08:15:00,1749,2.603378201023091,1.6023007488964554,465748338,139410314,442999135
SGW_Lisboa_02,2025-09-12 08:30:00,2400,9.630201519257739,4.06717521849813,797554831,373438734,492168291
SGW_Lisboa_02,2025-09-12 08:45:00,1803,5.42498502923843,2.2380493071839256,476987508,279459428,227353778
SGW_Lisboa_02,2025-09-12 09:00:00,2494,6.1514448473037335,3.083711659981665,611491051,295655520,557199774
SGW_Lisboa_02,2025-09-12 09:15:00,2548,6.616407389270502,4.405562302632737,804520976,323433202,687684048
SGW_Lisboa_02,2025-09-12 09:30:00,1707,4.17374035776661,2.397366518288789,164210536,217489770,339732666
SGW_Lisboa_02,2025-09-12 09:45:00,1789,5.489544115750983,3.2468116760900116,441253525,128330746,426942528
SGW_Lisboa_02,2025-09-12 10:00:00,1704,4.597690082183363,2.273371963372179,396867055,198323179,135887782
SGW_Lisboa_02,2025-09-12 10:15:00,1865,3.013759839135174,1.8010048066167443,634065622,219218842,244002582
SGW_Lisboa_02,2025-09-12 10:30:00,1511,4.593445135425085,1.8803694977074574,441938504,155956950,360328926
SGW_Lisboa_02,2025-09-12 10:45:00,1532,1.8890022340429184,2.0388866976760083,465546880,131652099,278411648
SGW_Lisboa_02,2025-09-12 11:00:00,1495,4.724407877811952,2.455275271520601,413553377,257248778,400298602
SGW_Lisboa_02,2025-09-12 11:15:00,1746,4.433272852897199,2.2879088041391786,340189181,200315866,241613116
SGW_Lisboa_02,2025-09-12 11:30:00,1819,4.800391627415884,2.226645966766427,496308875,160081108,456195927
SGW_Lisboa_02,2025-09-12 11:45:00,2128,5.487706296784959,1.7187715953133753,492145544,247921958,550884995
SGW_Lisboa_02,2025-09-12 12:00:00,2379,7.4180979054826475,2.3284823263872108,643055134,333141607,558892447
SGW_Lisboa_02,2025-09-12 12:15:00,1812,3.710118563016347,2.488328029670173,359768458,221948448,522300485
SGW_Lisboa_02,2025-09-12 12:30:00,2082,4.428182173694681,3.0672830258487593,603378341,253333649,399470379
