PGW_ID,Timestamp,SM_ActivePDNSessions,SM_PdnConnEstabAtt,SM_PdnConnEstabSucc,SGi_Volume_DL,SGi_Volume_UL,APN_Data_Volume
PGW_Lisboa_01,2025-09-11 02:45:00,936,200,192,72090090,235059985,453484934
PGW_Lisboa_01,2025-09-11 03:00:00,1177,256,252,182390572,112021707,823915657
PGW_Lisboa_01,2025-09-11 03:15:00,960,187,181,264299355,65016739,599134246
PGW_Lisboa_01,2025-09-11 03:30:00,941,166,163,189847688,-40610215,574249704
PGW_Lisboa_01,2025-09-11 03:45:00,1021,188,180,-57093233,152983666,281154617
PGW_Lisboa_01,2025-09-11 04:00:00,1088,195,188,211626795,243440557,476456275
PGW_Lisboa_01,2025-09-11 04:15:00,977,189,181,194888927,171589628,232144104
PGW_Lisboa_01,2025-09-11 04:30:00,1135,246,235,474426547,201634375,413448774
PGW_Lisboa_01,2025-09-11 04:45:00,756,133,129,314122776,68477925,688967133
PGW_Lisboa_01,2025-09-11 05:00:00,877,193,185,204175464,166580702,284250549
PGW_Lisboa_01,2025-09-11 05:15:00,795,120,117,74162129,111380255,35094528
PGW_Lisboa_01,2025-09-11 05:30:00,903,187,184,348286197,46675944,77583761
PGW_Lisboa_01,2025-09-11 05:45:00,916,161,160,381122520,145488440,545595882
PGW_Lisboa_01,2025-09-11 06:00:00,1504,332,318,384861881,345473235,970523361
PGW_Lisboa_01,2025-09-11 06:15:00,983,244,239,321277679,200133818,211828607
PGW_Lisboa_01,2025-09-11 06:30:00,1261,251,237,691396429,222781361,667629015
PGW_Lisboa_01,2025-09-11 06:45:00,723,159,151,152708129,151010678,654400981
PGW_Lisboa_01,2025-09-11 07:00:00,1359,271,266,390744559,124082118,781351453
PGW_Lisboa_01,2025-09-11 07:15:00,1313,256,251,462290495,252373226,514975389
PGW_Lisboa_01,2025-09-11 07:30:00,1459,301,290,636232025,407306710,961980793
PGW_Lisboa_01,2025-09-11 07:45:00,1018,237,226,322660957,158027948,509438158
PGW_Lisboa_01,2025-09-11 08:00:00,1976,417,408,853004078,340591358,1036884609
PGW_Lisboa_01,2025-09-11 08:15:00,1779,338,331,773072772,332790185,1386484444
PGW_Lisboa_01,2025-09-11 08:30:00,2480,510,501,1040590197,436469284,1399298068
PGW_Lisboa_01,2025-09-11 08:45:00,2473,549,522,820608853,606386605,1261494040
PGW_Lisboa_01,2025-09-11 09:00:00,1786,378,362,578682732,398635079,817254132
PGW_Lisboa_01,2025-09-11 09:15:00,1619,307,289,547739587,304091732,833435489
PGW_Lisboa_01,2025-09-11 09:30:00,1494,273,271,511089343,216430223,913340214
PGW_Lisboa_01,2025-09-11 09:45:00,1934,369,360,824869519,268087035,1046138787
PGW_Lisboa_01,2025-09-11 10:00:00,1810,362,345,629200816,352803231,1037102013
PGW_Lisboa_01,2025-09-11 10:15:00,1600,314,311,385887326,246587041,686986427
PGW_Lisboa_01,2025-09-11 10:30:00,1472,327,319,589269811,172630080,636630320
PGW_Lisboa_01,2025-09-11 10:45:00,1479,364,354,652345108,250197881,702937279
PGW_Lisboa_01,2025-09-11 11:00:00,1486,315,302,506761548,245581440,514531853
PGW_Lisboa_01,2025-09-11 11:15:00,1496,303,294,581566971,232149156,743770701
PGW_Lisboa_01,2025-09-11 11:30:00,1557,271,266,533822962,309531458,1004622413
PGW_Lisboa_01,2025-09-11 11:45:00,1288,272,259,550281626,169513016,630859623
PGW_Lisboa_01,2025-09-11 12:00:00,2116,436,428,797582990,457933415,1085133481
PGW_Lisboa_01,2025-09-11 12:15:00,1663,320,312,746558366,356192415,785130527
PGW_Lisboa_01,2025-09-11 12:30:00,2189,492,465,808678805,388188701,1296256834
PGW_Lisboa_01,2025-09-11 12:45:00,1635,305,293,730516154,303758150,818613585
PGW_Lisboa_01,2025-09-11 13:00:00,1648,296,284,721776053,311185702,886812321
PGW_Lisboa_01,2025-09-11 13:15:00,2004,407,392,780965704,329334167,1331087819
PGW_Lisboa_01,2025-09-11 13:30:00,1543,332,328,594682771,362347264,949275472
PGW_Lisboa_01,2025-09-11 13:45:00,1673,331,310,650369949,334581951,1135459706
PGW_Lisboa_01,2025-09-11 14:00:00,1281,266,268,363201788,117212224,660728390
PGW_Lisboa_01,2025-09-11 14:15:00,1430,276,275,354418936,239619777,652580090
PGW_Lisboa_01,2025-09-11 14:30:00,1262,248,239,660013154,299049051,566205733
PGW_Lisboa_01,2025-09-11 14:45:00,1415,266,255,552647405,241877844,914577515
PGW_Lisboa_01,2025-09-11 15:00:00,676,169,161,271248934,73573100,177288897
PGW_Lisboa_01,2025-09-11 15:15:00,1384,292,285,427635899,270646315,787762145
PGW_Lisboa_01,2025-09-11 15:30:00,1552,286,280,502440723,326956192,886579308
PGW_Lisboa_01,2025-09-11 15:45:00,1240,294,283,350833081,131851495,463487948
PGW_Lisboa_01,2025-09-11 16:00:00,1185,243,242,553856944,257057726,166231708
PGW_Lisboa_01,2025-09-11 16:15:00,1636,338,322,496335855,353990777,782280761
PGW_Lisboa_01,2025-09-11 16:30:00,1586,264,263,619483487,268962960,615314114
PGW_Lisboa_01,2025-09-11 16:45:00,1430,271,258,940126796,217125054,555319709
PGW_Lisboa_01,2025-09-11 17:00:00,1740,389,379,631815926,252290584,1381561956
PGW_Lisboa_01,2025-09-11 17:15:00,1432,233,223,391922324,266454492,478771839
PGW_Lisboa_01,2025-09-11 17:30:00,1249,241,235,297371418,244897968,766772015
PGW_Lisboa_01,2025-09-11 17:45:00,1101,224,216,458829707,195599368,990189034
PGW_Lisboa_01,2025-09-11 18:00:00,1934,321,310,651736809,207423822,966730484
PGW_Lisboa_01,2025-09-11 18:15:00,2185,432,423,865715568,427784666,989651204
PGW_Lisboa_01,2025-09-11 18:30:00,2174,397,393,949386632,448250698,1316527679
PGW_Lisboa_01,2025-09-11 18:45:00,1710,301,292,530150919,364836590,924739518
PGW_Lisboa_01,2025-09-11 19:00:00,2350,459,452,651992169,356367477,1248930853
PGW_Lisboa_01,2025-09-11 19:15:00,1534,302,290,752453246,394376176,727724247
PGW_Lisboa_01,2025-09-11 19:30:00,1672,243,236,573656942,301166079,686574658
PGW_Lisboa_01,2025-09-11 19:45:00,1976,440,420,769372504,431408417,1469204488
PGW_Lisboa_01,2025-09-11 20:00:00,1817,314,305,620013257,329537422,750942105
PGW_Lisboa_01,2025-09-11 20:15:00,1626,322,313,438345728,355491018,579008842
PGW_Lisboa_01,2025-09-11 20:30:00,2046,375,370,764600900,348291748,954604376
PGW_Lisboa_01,2025-09-11 20:45:00,1750,384,369,685167869,281795038,969094991
PGW_Lisboa_01,2025-09-11 21:00:00,1739,325,317,968696403,252848403,1343320665
PGW_Lisboa_01,2025-09-11 21:15:00,2020,405,387,555989043,389794291,777668280
PGW_Lisboa_01,2025-09-11 21:30:00,1665,375,368,613078509,300397162,970245671
PGW_Lisboa_01,2025-09-11 21:45:00,1600,361,346,485413892,324141557,754920864
PGW_Lisboa_01,2025-09-11 22:00:00,501,86,84,237874611,82669068,335836992
PGW_Lisboa_01,2025-09-11 22:15:00,868,158,153,466894183,209372192,512347299
PGW_Lisboa_01,2025-09-11 22:30:00,670,109,104,114046521,157184902,306765316
PGW_Lisboa_01,2025-09-11 22:45:00,673,128,125,339273528,100216996,191491989
PGW_Lisboa_01,2025-09-11 23:00:00,503,85,80,-74167760,145603289,154424236
PGW_Lisboa_01,2025-09-11 23:15:00,1045,192,186,290206949,21627269,321727264
PGW_Lisboa_01,2025-09-11 23:30:00,984,191,183,204315835,176901103,-18818516
PGW_Lisboa_01,2025-09-11 23:45:00,917,175,173,60806587,157622844,299121571
PGW_Lisboa_01,2025-09-12 00:00:00,887,230,223,246759969,123862820,136719825
PGW_Lisboa_01,2025-09-12 00:15:00,767,109,106,301906237,104780513,316651448
PGW_Lisboa_01,2025-09-12 00:30:00,502,97,96,138684235,96290816,-97222385
PGW_Lisboa_01,2025-09-12 00:45:00,574,130,127,181555,94214257,411655113
PGW_Lisboa_01,2025-09-12 01:00:00,1022,242,235,318831538,133632464,458484421
PGW_Lisboa_01,2025-09-12 01:15:00,1256,215,209,331139612,209298595,570385737
PGW_Lisboa_01,2025-09-12 01:30:00,822,149,146,-29881878,94142843,-11661176
PGW_Lisboa_01,2025-09-12 01:45:00,809,191,189,205798625,26958782,-250677141
PGW_Lisboa_01,2025-09-12 02:00:00,977,156,152,122076120,137574812,357180468
PGW_Lisboa_01,2025-09-12 02:15:00,861,136,130,160895131,166064251,-2984777
PGW_Lisboa_01,2025-09-12 02:30:00,936,156,150,228005067,139751800,453252019
PGW_Lisboa_01,2025-09-12 02:45:00,855,188,183,148901567,203150343,244065916
PGW_Lisboa_01,2025-09-12 03:00:00,1039,181,174,288963041,-29813223,19768599
PGW_Lisboa_01,2025-09-12 03:15:00,626,174,171,-143470183,13851119,384627534
PGW_Lisboa_01,2025-09-12 03:30:00,800,111,109,235248120,-2018639,471309189
PGW_Lisboa_01,2025-09-12 03:45:00,800,140,140,180025781,84390121,112230921
PGW_Lisboa_01,2025-09-12 04:00:00,928,175,169,391689561,65092734,243271402
PGW_Lisboa_01,2025-09-12 04:15:00,809,130,124,374488023,59894919,322427402
PGW_Lisboa_01,2025-09-12 04:30:00,640,147,140,379742331,34663153,336858768
PGW_Lisboa_01,2025-09-12 04:45:00,1162,298,288,229552757,117277640,232338774
PGW_Lisboa_01,2025-09-12 05:00:00,751,204,196,79387709,192392716,274015307
PGW_Lisboa_01,2025-09-12 05:15:00,886,59,59,177996336,41082530,343627630
PGW_Lisboa_01,2025-09-12 05:30:00,894,173,168,329829088,281599575,92183193
PGW_Lisboa_01,2025-09-12 05:45:00,895,140,135,329165914,140950240,131549123
PGW_Lisboa_01,2025-09-12 06:00:00,1277,237,232,438407691,132115498,312361282
PGW_Lisboa_01,2025-09-12 06:15:00,1365,282,271,628114735,320923798,870537417
PGW_Lisboa_01,2025-09-12 06:30:00,1070,164,156,524620274,255629038,456608809
PGW_Lisboa_01,2025-09-12 06:45:00,1518,241,232,634084450,205007889,718586053
PGW_Lisboa_01,2025-09-12 07:00:00,1370,231,224,732049530,227222806,407474459
PGW_Lisboa_01,2025-09-12 07:15:00,1612,305,302,748629418,289868823,890597142
PGW_Lisboa_01,2025-09-12 07:30:00,1112,168,164,292084198,206907102,565961784
PGW_Lisboa_01,2025-09-12 07:45:00,1339,258,247,390936883,274610238,468211049
PGW_Lisboa_01,2025-09-12 08:00:00,2281,405,396,1119710556,447414418,1370093638
PGW_Lisboa_01,2025-09-12 08:15:00,1707,308,299,721853724,397050880,816695867
PGW_Lisboa_01,2025-09-12 08:30:00,2040,389,371,798253647,499799816,1268691643
PGW_Lisboa_01,2025-09-12 08:45:00,2197,401,395,880356523,289237370,1551630175
PGW_Lisboa_01,2025-09-12 09:00:00,1643,333,332,631292794,374348000,645261811
PGW_Lisboa_01,2025-09-12 09:15:00,1921,385,374,626081279,476554060,883699859
PGW_Lisboa_01,2025-09-12 09:30:00,2182,474,456,918121566,385330243,972118107
PGW_Lisboa_01,2025-09-12 09:45:00,2284,428,416,805451124,483977775,1522296245
PGW_Lisboa_01,2025-09-12 10:00:00,1364,248,237,465024439,304477236,740466206
PGW_Lisboa_01,2025-09-12 10:15:00,1530,318,309,663606073,258598007,714214160
PGW_Lisboa_01,2025-09-12 10:30:00,1744,348,340,694383449,339369779,832200166
PGW_Lisboa_01,2025-09-12 10:45:00,1564,300,294,455014112,253177141,1104775496
PGW_Lisboa_01,2025-09-12 11:00:00,961,169,163,227422326,153259966,624176518
PGW_Lisboa_01,2025-09-12 11:15:00,1669,375,367,555934495,287930935,981359429
PGW_Lisboa_01,2025-09-12 11:30:00,1663,375,365,364113508,286129792,928229098
PGW_Lisboa_01,2025-09-12 11:45:00,1610,290,277,649379246,316786195,954517532
PGW_Lisboa_01,2025-09-12 12:00:00,2139,408,400,665780080,323725527,1215119217
PGW_Lisboa_01,2025-09-12 12:15:00,1770,314,303,586301484,406772178,1182511203
PGW_Lisboa_01,2025-09-12 12:30:00,1955,414,402,847514734,307593841,1224329675
PGW_Lisboa_01,2025-09-12 12:45:00,2079,396,378,734539461,368721642,1106087707
PGW_Lisboa_01,2025-09-12 13:00:00,1340,279,271,487292021,108686708,1022906088
PGW_Lisboa_01,2025-09-12 13:15:00,1803,341,335,827615782,418866009,1059298454
PGW_Lisboa_01,2025-09-12 13:30:00,1875,363,349,941244109,363738202,1141033365
PGW_Lisboa_01,2025-09-12 13:45:00,2009,417,412,854755005,557389228,1178583766
PGW_Lisboa_01,2025-09-12 14:00:00,1170,263,247,308448562,196676542,569476429
PGW_Lisboa_01,2025-09-12 14:15:00,1410,238,231,294865330,195115398,710778728
PGW_Lisboa_01,2025-09-12 14:30:00,994,230,221,251210868,163079199,393548735
PGW_Lisboa_01,2025-09-12 14:45:00,1071,228,218,313053413,199124253,791938435
PGW_Lisboa_01,2025-09-12 15:00:00,1575,285,281,453140678,320887792,1128190916
PGW_Lisboa_01,2025-09-12 15:15:00,1647,302,292,636025917,206863243,1049033146
PGW_Lisboa_01,2025-09-12 15:30:00,1087,199,191,234134399,199624375,53721945
PGW_Lisboa_01,2025-09-12 15:45:00,1286,217,212,325283081,310082498,907095646
PGW_Lisboa_01,2025-09-12 16:00:00,1060,212,207,386053497,207066673,395736564
PGW_Lisboa_01,2025-09-12 16:15:00,1420,297,291,357639480,273771219,990116333
PGW_Lisboa_01,2025-09-12 16:30:00,1194,264,257,495112840,278412299,580443149
PGW_Lisboa_01,2025-09-12 16:45:00,978,208,205,415991128,187192170,918475537
PGW_Lisboa_01,2025-09-12 17:00:00,1041,202,194,356260093,196781303,587451954
PGW_Lisboa_01,2025-09-12 17:15:00,1543,258,249,495510546,186850023,536131005
PGW_Lisboa_01,2025-09-12 17:30:00,1469,305,292,647790794,225747355,670361663
PGW_Lisboa_01,2025-09-12 17:45:00,1323,213,207,158321017,230022562,501373987
PGW_Lisboa_01,2025-09-12 18:00:00,2193,492,469,734306090,474186723,1026118797
PGW_Lisboa_01,2025-09-12 18:15:00,1842,404,387,759051978,338259167,935745381
PGW_Lisboa_01,2025-09-12 18:30:00,1848,364,354,539620966,327908313,1342997038
PGW_Lisboa_01,2025-09-12 18:45:00,1636,359,348,616432088,203039570,1087795385
PGW_Lisboa_01,2025-09-12 19:00:00,2351,466,450,1188314481,513661815,1530724324
PGW_Lisboa_01,2025-09-12 19:15:00,1397,269,258,866172959,261176276,1109110393
PGW_Lisboa_01,2025-09-12 19:30:00,1613,281,268,806655446,207488048,869512928
PGW_Lisboa_01,2025-09-12 19:45:00,2098,412,397,742511355,498296941,1046159001
PGW_Lisboa_01,2025-09-12 20:00:00,1980,396,370,930069843,416145358,1411218710
PGW_Lisboa_01,2025-09-12 20:15:00,1786,332,313,664243863,421687852,754803915
PGW_Lisboa_01,2025-09-12 20:30:00,1762,362,346,708209202,389454448,1309060273
PGW_Lisboa_01,2025-09-12 20:45:00,1788,398,390,664633042,342306528,659975202
PGW_Lisboa_01,2025-09-12 21:00:00,2186,400,398,1064044202,413109797,1346051615
PGW_Lisboa_01,2025-09-12 21:15:00,1952,366,346,719651640,345044745,1226046366
PGW_Lisboa_01,2025-09-12 21:30:00,1999,391,371,751713191,548554824,1362151803
PGW_Lisboa_01,2025-09-12 21:45:00,1435,318,310,411945989,158140214,925727216
PGW_Lisboa_01,2025-09-12 22:00:00,830,213,207,140385074,258787567,482275424
PGW_Lisboa_01,2025-09-12 22:15:00,1062,236,234,534224604,167529104,825475674
PGW_Lisboa_01,2025-09-12 22:30:00,1085,174,163,389871307,208318385,314251058
PGW_Lisboa_01,2025-09-12 22:45:00,987,153,148,105299154,90260472,420626523
PGW_Lisboa_01,2025-09-12 23:00:00,1033,192,186,322632569,93026118,242404643
PGW_Lisboa_01,2025-09-12 23:15:00,661,143,139,306264824,43707793,288967157
PGW_Lisboa_01,2025-09-12 23:30:00,795,156,151,372044422,105068673,208535037
PGW_Lisboa_01,2025-09-12 23:45:00,664,164,162,-37881262,86816151,241421592
PGW_Lisboa_01,2025-09-13 00:00:00,780,146,141,164733148,-10673949,8050448
PGW_Lisboa_01,2025-09-13 00:15:00,518,80,77,255604955,41046291,523705959
PGW_Lisboa_01,2025-09-13 00:30:00,733,164,159,192267963,116495267,528801350
PGW_Lisboa_01,2025-09-13 00:45:00,734,98,93,163460579,36256661,182438292
PGW_Lisboa_01,2025-09-13 01:00:00,959,211,205,452926385,-5938174,235555959
PGW_Lisboa_01,2025-09-13 01:15:00,908,219,215,349607606,87881998,393693521
PGW_Lisboa_01,2025-09-13 01:30:00,1058,224,218,355122746,26456375,294029631
PGW_Lisboa_01,2025-09-13 01:45:00,772,147,140,388651160,125325347,622391593
PGW_Lisboa_01,2025-09-13 02:00:00,682,168,163,255691720,90697783,298492245
PGW_Lisboa_01,2025-09-13 02:15:00,666,131,127,177962559,-33822191,404171728
PGW_Lisboa_01,2025-09-13 02:30:00,692,108,104,254162666,122349017,170197470
PGW_Lisboa_01,2025-09-13 02:45:00,1033,250,242,283777045,111249600,284391283
PGW_Lisboa_01,2025-09-13 03:00:00,813,180,173,107408604,-12328925,417284406
PGW_Lisboa_01,2025-09-13 03:15:00,599,142,137,295422623,93585335,-57448172
PGW_Lisboa_01,2025-09-13 03:30:00,653,91,85,170948546,133833722,-120956990
PGW_Lisboa_01,2025-09-13 03:45:00,872,130,128,195995852,106629743,494103943
PGW_Lisboa_01,2025-09-13 04:00:00,861,127,127,167866355,138067113,304239162
PGW_Lisboa_01,2025-09-13 04:15:00,979,150,145,314547254,146586931,342306329
PGW_Lisboa_01,2025-09-13 04:30:00,975,223,218,277318680,46823946,372352899
PGW_Lisboa_01,2025-09-13 04:45:00,861,160,154,50833803,71042390,124852005
PGW_Lisboa_01,2025-09-13 05:00:00,680,94,90,94072555,73057611,158820574
PGW_Lisboa_01,2025-09-13 05:15:00,719,193,183,173402905,217721751,217820802
PGW_Lisboa_01,2025-09-13 05:30:00,757,159,156,75013225,27906939,110581611
PGW_Lisboa_01,2025-09-13 05:45:00,870,239,230,-3352738,56630458,278393697
PGW_Lisboa_01,2025-09-13 06:00:00,908,161,157,261740065,106604100,501556501
PGW_Lisboa_01,2025-09-13 06:15:00,812,194,189,241928448,168782875,163857092
